Date,Category,Payment_modes,Description,Amount,Cashback
2024-03-04,Fees,Debit Card,School Fees,2912,15
2024-03-11,Fees,Cash,College Fees,3523,5
2024-03-28,Fees,Cash,School Fees,2080,5
2024-03-15,Fees,Credit card,College Fees,2764,5
2024-03-15,Groceries,Cash,Vegeatbles,4964,0
2024-03-19,Rent,Cash,Commercial Rent,4511,100
2024-03-29,Rent,Debit Card,Residential Rent,415,100
2024-03-24,Fuel,Net Banking,Petrol,1924,5
2024-03-11,Fees,Cash,College Fees,3188,5
2024-03-26,Fuel,Gpay,Petrol,2694,1000
2024-03-09,Fees,Cash,School Fees,1657,5
2024-03-22,Rent,Net Banking,Commercial Rent,2986,5
2024-03-28,Fuel,Debit Card,CNG,255,100
2024-03-29,Groceries,Gpay,Fruits,1625,5
2024-03-27,Rent,Debit Card,Residential Rent,1665,10
2024-03-25,Bills,Debit Card,Telephone bill,3335,10
2024-03-03,Fees,Credit card,School Fees,2924,15
2024-03-14,Insurance,Credit card,Health Insurance,3510,100
2024-03-18,Groceries,Debit Card,Dairy,3488,15
2024-03-01,Insurance,Net Banking,Health Insurance,3544,0
2024-03-28,Insurance,Net Banking,Health Insurance,4598,100
2024-03-18,Bills,Credit card,Telephone bill,523,12
2024-03-15,Fees,Gpay,College Fees,2091,15
2024-03-16,Bills,Credit card,Telephone bill,3200,100
2024-03-16,Bills,Credit card,Telephone bill,2074,15
2024-03-08,Fees,Cash,College Fees,4880,15
2024-03-20,Fuel,Net Banking,Diesel,1019,5
2024-03-15,Groceries,Credit card,Dairy,2984,12
2024-03-25,Fees,Debit Card,College Fees,2312,12
2024-03-10,Fuel,Gpay,Petrol,3577,15
2024-03-05,Insurance,Credit card,Vehicle Insurance,3853,0
2024-03-02,Groceries,Gpay,Fruits,2523,5
2024-03-06,Fuel,Net Banking,Diesel,1829,0
2024-03-29,Groceries,Cash,Vegeatbles,541,0
2024-03-26,Groceries,Cash,Bakery,1703,10
2024-03-22,Fuel,Cash,CNG,4126,100
2024-03-27,Insurance,Credit card,LIC,307,1000
2024-03-30,Insurance,Cash,LIC,3839,1000
2024-03-20,Insurance,Net Banking,Health Insurance,4079,50
2024-03-05,Insurance,Cash,LIC,2234,15
2024-03-15,Fees,Debit Card,College Fees,2797,5
2024-03-06,Bills,Debit Card,Telephone bill,1562,0
2024-03-10,Fees,Debit Card,College Fees,3289,10
2024-03-23,Bills,Gpay,Water Bill,4885,10
2024-03-08,Rent,Cash,Parking Rent,1525,100
2024-03-15,Fees,Credit card,School Fees,1097,0
2024-03-26,Bills,Cash,Telephone bill,1220,10
2024-03-04,Fees,Cash,College Fees,2520,0
2024-03-04,Fuel,Cash,Petrol,4571,15
2024-03-17,Bills,Credit card,Electricity Bill,3706,100
2024-03-20,Groceries,Credit card,Fruits,958,5
2024-03-16,Insurance,Net Banking,LIC,1507,10
2024-03-27,Groceries,Cash,Bakery,3058,50
2024-03-07,Rent,Gpay,Residential Rent,2608,10
2024-03-27,Rent,Credit card,Commercial Rent,350,5
2024-03-26,Groceries,Cash,Fruits,106,12
2024-03-03,Fuel,Gpay,Petrol,4500,1000
2024-03-15,Rent,Gpay,Commercial Rent,2614,50
2024-03-19,Bills,Debit Card,Electricity Bill,3332,15
2024-03-02,Fees,Gpay,School Fees,3462,0
2024-03-14,Rent,Gpay,Parking Rent,3047,10
2024-03-14,Fees,Debit Card,College Fees,4960,12
2024-03-04,Insurance,Net Banking,Health Insurance,294,12
2024-03-28,Insurance,Credit card,LIC,3134,12
2024-03-02,Rent,Cash,Residential Rent,3789,100
2024-03-27,Fuel,Debit Card,Petrol,666,50
2024-03-21,Fuel,Debit Card,Diesel,4222,15
2024-03-05,Bills,Credit card,Telephone bill,440,50
2024-03-16,Bills,Net Banking,Water Bill,4159,15
2024-03-22,Rent,Gpay,Residential Rent,1440,1000
2024-03-02,Insurance,Debit Card,Vehicle Insurance,2778,0
2024-03-12,Fees,Gpay,School Fees,597,5
2024-03-12,Bills,Net Banking,Water Bill,2683,12
2024-03-01,Fuel,Credit card,CNG,3804,10
2024-03-12,Bills,Debit Card,Telephone bill,2504,5
2024-03-02,Fees,Credit card,School Fees,2485,100
2024-03-19,Rent,Cash,Residential Rent,530,1000
2024-03-15,Rent,Cash,Commercial Rent,2576,10
2024-03-06,Bills,Net Banking,Electricity Bill,1241,100
2024-03-12,Bills,Net Banking,Water Bill,957,50
2024-03-30,Fees,Debit Card,College Fees,3261,15
2024-03-16,Insurance,Credit card,Vehicle Insurance,3048,100
2024-03-05,Rent,Gpay,Parking Rent,3116,1000
2024-03-04,Fees,Cash,College Fees,2143,10
2024-03-08,Fuel,Credit card,Diesel,4717,100
2024-03-19,Fees,Gpay,College Fees,522,5
2024-03-11,Bills,Credit card,Electricity Bill,1941,15
2024-03-04,Groceries,Gpay,Fruits,1695,15
2024-03-06,Groceries,Cash,Bakery,3252,0
2024-03-21,Groceries,Credit card,Vegeatbles,4790,10
2024-03-09,Rent,Net Banking,Parking Rent,1359,5
2024-03-03,Fuel,Gpay,Diesel,2338,10
2024-05-25,Insurance,Credit card,Health Insurance,2773,12
2024-05-26,Groceries,Credit card,Fruits,3329,1000
2024-05-18,Insurance,Debit Card,Health Insurance,4033,5
2024-05-28,Insurance,Gpay,LIC,2673,5
2024-05-17,Insurance,Cash,Vehicle Insurance,3208,15
2024-05-01,Bills,Net Banking,Electricity Bill,4612,50
2024-05-03,Bills,Credit card,Water Bill,3506,1000
2024-05-23,Groceries,Net Banking,Bakery,2132,0
2024-05-07,Groceries,Cash,Vegeatbles,4888,100
2024-05-05,Groceries,Credit card,Dairy,3719,15
2024-05-28,Bills,Gpay,Water Bill,4785,5
2024-05-29,Rent,Debit Card,Commercial Rent,1188,100
2024-05-27,Insurance,Cash,Vehicle Insurance,3109,100
2024-05-15,Fuel,Debit Card,Petrol,4523,50
2024-05-16,Fuel,Credit card,CNG,4998,12
2024-05-17,Rent,Net Banking,Parking Rent,148,10
2024-05-12,Rent,Net Banking,Commercial Rent,667,10
2024-05-05,Bills,Net Banking,Telephone bill,3782,15
2024-05-24,Insurance,Net Banking,Vehicle Insurance,1048,15
2024-05-08,Insurance,Debit Card,Health Insurance,542,12
2024-05-04,Bills,Gpay,Electricity Bill,4608,15
2024-05-13,Groceries,Gpay,Bakery,2647,1000
2024-05-27,Fuel,Gpay,CNG,1576,15
2024-05-19,Groceries,Debit Card,Dairy,4838,10
2024-05-19,Rent,Debit Card,Residential Rent,4466,10
2024-05-17,Fees,Cash,School Fees,1938,12
2024-05-11,Insurance,Credit card,LIC,455,100
2024-05-19,Fees,Net Banking,School Fees,4456,12
2024-05-01,Fees,Debit Card,College Fees,3938,5
2024-05-27,Insurance,Gpay,Vehicle Insurance,1189,100
2024-05-20,Fuel,Debit Card,Diesel,4870,12
2024-05-03,Insurance,Cash,Vehicle Insurance,4013,50
2024-05-05,Insurance,Gpay,Vehicle Insurance,1974,50
2024-05-28,Rent,Debit Card,Residential Rent,18,50
2024-05-28,Bills,Credit card,Telephone bill,142,10
2024-05-01,Insurance,Gpay,Vehicle Insurance,3164,15
2024-05-17,Groceries,Gpay,Vegeatbles,2798,12
2024-05-19,Fees,Debit Card,School Fees,975,12
2024-05-20,Groceries,Gpay,Dairy,866,10
2024-05-28,Groceries,Gpay,Vegeatbles,4743,10
2024-05-04,Rent,Gpay,Parking Rent,3593,100
2024-05-01,Groceries,Credit card,Fruits,1659,1000
2024-05-30,Rent,Gpay,Residential Rent,2086,0
2024-05-23,Rent,Credit card,Parking Rent,3922,50
2024-05-16,Fuel,Credit card,Petrol,3239,1000
2024-05-13,Insurance,Cash,Health Insurance,4019,100
2024-05-14,Bills,Cash,Telephone bill,1617,5
2024-05-03,Insurance,Cash,LIC,2113,5
2024-05-27,Rent,Net Banking,Residential Rent,1876,0
2024-05-11,Insurance,Net Banking,LIC,3303,100
2024-05-12,Bills,Gpay,Water Bill,1391,10
2024-05-02,Insurance,Credit card,Vehicle Insurance,4583,15
2024-05-08,Groceries,Net Banking,Fruits,3257,5
2024-05-16,Groceries,Net Banking,Dairy,3203,50
2024-05-28,Rent,Debit Card,Parking Rent,1698,15
2024-05-19,Insurance,Net Banking,LIC,791,100
2024-05-22,Rent,Gpay,Commercial Rent,1893,1000
2024-05-26,Insurance,Cash,LIC,2674,15
2024-05-26,Fees,Net Banking,School Fees,3093,100
2024-05-06,Bills,Gpay,Telephone bill,3842,50
2024-05-24,Bills,Credit card,Electricity Bill,1007,15
2024-05-09,Groceries,Gpay,Bakery,2006,0
2024-05-02,Fuel,Credit card,Diesel,1078,10
2024-05-09,Groceries,Gpay,Dairy,2191,100
2024-05-23,Insurance,Credit card,Health Insurance,66,100
2024-05-05,Insurance,Credit card,Health Insurance,4275,5
2024-05-14,Fees,Gpay,School Fees,404,15
2024-05-23,Groceries,Gpay,Bakery,2667,10
2024-05-06,Rent,Debit Card,Parking Rent,2876,5
2024-05-17,Rent,Debit Card,Commercial Rent,4676,15
2024-05-03,Rent,Net Banking,Commercial Rent,4644,10
2024-05-21,Bills,Cash,Telephone bill,1242,1000
2024-05-30,Bills,Cash,Electricity Bill,1670,10
2024-05-24,Fees,Credit card,College Fees,426,15
2024-05-06,Groceries,Credit card,Fruits,3020,10
2024-05-11,Fuel,Debit Card,Petrol,99,12
2024-05-19,Bills,Debit Card,Electricity Bill,768,0
2024-05-16,Bills,Debit Card,Water Bill,2268,5
2024-05-02,Bills,Gpay,Water Bill,3856,50
2024-05-12,Insurance,Credit card,LIC,1264,0
2024-05-08,Rent,Net Banking,Parking Rent,3784,0
2024-05-15,Insurance,Gpay,Vehicle Insurance,4612,10
2024-05-15,Fees,Debit Card,College Fees,4992,5
2024-05-06,Fees,Net Banking,School Fees,2758,5
2024-05-20,Rent,Debit Card,Parking Rent,4157,12
2024-05-23,Insurance,Credit card,Health Insurance,4399,10
2024-05-24,Groceries,Credit card,Bakery,3816,0
2024-05-17,Insurance,Gpay,LIC,2375,1000
2024-05-24,Groceries,Gpay,Fruits,3506,50
2024-05-22,Fuel,Debit Card,CNG,313,0
2024-05-20,Rent,Credit card,Parking Rent,779,15
2024-05-07,Insurance,Cash,LIC,1470,12
2024-05-13,Bills,Gpay,Telephone bill,284,12
2024-05-18,Rent,Credit card,Parking Rent,1654,0
2024-05-10,Rent,Credit card,Residential Rent,1965,0
2024-05-08,Rent,Gpay,Commercial Rent,1709,10
2024-05-13,Rent,Credit card,Residential Rent,1466,12
2024-05-09,Fuel,Credit card,Petrol,1452,5
2024-05-10,Groceries,Credit card,Fruits,2282,100
2024-05-29,Insurance,Cash,Health Insurance,4177,15
2024-05-21,Fees,Net Banking,College Fees,3254,5
2024-05-11,Fees,Net Banking,School Fees,491,10
2024-05-19,Groceries,Gpay,Bakery,2488,100
2024-05-14,Insurance,Credit card,Vehicle Insurance,1249,5
2024-05-21,Bills,Debit Card,Water Bill,3922,0
2024-05-16,Groceries,Gpay,Vegeatbles,2701,15
2024-05-12,Rent,Gpay,Residential Rent,653,5
2024-05-20,Insurance,Gpay,Vehicle Insurance,4162,0
2024-05-30,Bills,Debit Card,Electricity Bill,1296,10
2024-05-06,Rent,Gpay,Commercial Rent,1774,100
2024-05-27,Bills,Cash,Telephone bill,16,12
2024-05-09,Rent,Cash,Commercial Rent,3474,10
2024-05-06,Fuel,Net Banking,Petrol,801,10
2024-05-09,Insurance,Gpay,Health Insurance,22,15
2024-05-01,Insurance,Credit card,Vehicle Insurance,3762,100
2024-05-16,Bills,Debit Card,Electricity Bill,4741,15
2024-05-17,Bills,Credit card,Electricity Bill,1071,100
2024-05-08,Rent,Gpay,Residential Rent,1933,15
2024-05-30,Insurance,Credit card,LIC,3042,5
2024-05-08,Fees,Gpay,College Fees,2866,15
2024-05-27,Bills,Gpay,Water Bill,2868,5
2024-05-20,Fuel,Cash,Petrol,428,12
2024-05-01,Groceries,Cash,Fruits,2910,12
2024-05-15,Groceries,Cash,Dairy,2415,50
2024-05-25,Bills,Net Banking,Water Bill,1448,10
2024-05-21,Fuel,Gpay,CNG,4208,1000
2024-05-14,Fuel,Gpay,Petrol,3940,10
2024-05-25,Rent,Credit card,Parking Rent,4127,50
2024-05-09,Fees,Debit Card,School Fees,2383,0
2024-05-21,Rent,Net Banking,Residential Rent,3869,1000
2024-05-15,Insurance,Cash,Health Insurance,4191,5
2024-05-27,Groceries,Net Banking,Bakery,4306,12
2024-05-11,Insurance,Credit card,LIC,3841,0
2024-05-11,Bills,Net Banking,Telephone bill,3881,100
2024-05-18,Rent,Debit Card,Residential Rent,4248,10
2024-05-19,Groceries,Credit card,Vegeatbles,3433,12
2024-05-10,Insurance,Net Banking,LIC,3489,1000
2024-05-12,Fees,Debit Card,School Fees,734,15
2024-05-23,Fuel,Credit card,Diesel,1621,15
2024-05-23,Groceries,Debit Card,Fruits,1628,100
2024-05-04,Bills,Cash,Water Bill,2374,0
2024-05-24,Insurance,Cash,Vehicle Insurance,1336,15
2024-05-03,Fuel,Net Banking,CNG,4101,100
2024-05-14,Groceries,Gpay,Fruits,1201,1000
2024-05-21,Fees,Debit Card,School Fees,3164,50
2024-05-25,Groceries,Net Banking,Vegeatbles,478,1000
2024-05-01,Rent,Cash,Commercial Rent,4854,50
2024-05-27,Bills,Debit Card,Electricity Bill,3195,15
2024-05-26,Rent,Gpay,Commercial Rent,98,50
2024-05-20,Fuel,Net Banking,CNG,2405,1000
2024-05-22,Bills,Gpay,Telephone bill,2542,50
2024-05-23,Insurance,Net Banking,Vehicle Insurance,4481,5
2024-05-20,Fuel,Debit Card,Diesel,4204,50
2024-05-08,Bills,Credit card,Telephone bill,220,10
2024-05-06,Fuel,Credit card,Diesel,4126,1000
2024-05-22,Bills,Credit card,Telephone bill,2980,1000
2024-05-20,Groceries,Debit Card,Fruits,4324,0
2024-05-19,Fees,Cash,School Fees,3128,50
2024-05-05,Fuel,Credit card,CNG,2988,15
2024-05-14,Rent,Debit Card,Parking Rent,4432,50
2024-05-07,Bills,Credit card,Electricity Bill,1552,10
2024-05-12,Rent,Cash,Residential Rent,1881,0
2024-05-09,Groceries,Credit card,Dairy,3995,1000
2024-05-14,Groceries,Cash,Vegeatbles,3024,50
2024-05-04,Insurance,Debit Card,Vehicle Insurance,4703,0
2024-05-05,Rent,Debit Card,Residential Rent,1275,15
2024-05-20,Fees,Debit Card,College Fees,4602,15
2024-05-19,Fees,Credit card,School Fees,4177,10
2024-05-18,Rent,Gpay,Residential Rent,4614,15
2024-05-08,Rent,Net Banking,Parking Rent,2122,12
2024-05-02,Fees,Credit card,College Fees,143,100
2024-05-25,Groceries,Cash,Bakery,635,100
2024-05-25,Rent,Gpay,Commercial Rent,2736,12
2024-05-18,Fees,Cash,School Fees,4228,0
2024-05-18,Insurance,Net Banking,Health Insurance,4701,0
2024-05-16,Insurance,Gpay,LIC,55,10
2024-05-27,Fuel,Net Banking,Diesel,2890,0
2024-05-18,Bills,Credit card,Telephone bill,4758,12
2024-05-25,Groceries,Net Banking,Bakery,4233,0
2024-05-23,Fees,Gpay,College Fees,4293,10
2024-05-22,Groceries,Net Banking,Vegeatbles,4956,10
2024-05-21,Insurance,Credit card,Vehicle Insurance,937,15
2024-05-18,Groceries,Cash,Fruits,555,0
2024-05-09,Insurance,Credit card,Vehicle Insurance,4546,5
2024-05-08,Bills,Cash,Water Bill,3758,12
2024-05-01,Insurance,Net Banking,Health Insurance,1911,0
2024-05-23,Bills,Gpay,Electricity Bill,1921,12
2024-05-09,Fees,Debit Card,School Fees,4796,10
2024-05-06,Bills,Cash,Electricity Bill,4757,15
2024-05-05,Rent,Net Banking,Parking Rent,2360,10
2024-05-08,Groceries,Net Banking,Fruits,2454,5
2024-05-18,Bills,Net Banking,Telephone bill,94,50
2024-05-13,Insurance,Debit Card,LIC,4096,1000
2024-05-29,Rent,Credit card,Parking Rent,3562,1000
2024-05-20,Groceries,Gpay,Dairy,197,10
2024-05-19,Insurance,Net Banking,LIC,4553,100
2024-05-25,Fees,Debit Card,School Fees,2053,10
2024-05-16,Rent,Debit Card,Residential Rent,4972,0
2024-05-21,Insurance,Debit Card,Vehicle Insurance,2995,12
2024-05-23,Groceries,Cash,Vegeatbles,462,50
2024-11-09,Insurance,Debit Card,Vehicle Insurance,3888,15
2024-11-03,Groceries,Credit card,Bakery,3180,100
2024-11-27,Fuel,Cash,CNG,2339,0
2024-11-29,Insurance,Net Banking,LIC,3276,15
2024-11-07,Insurance,Debit Card,Health Insurance,4426,0
2024-11-22,Groceries,Net Banking,Dairy,446,100
2024-11-08,Insurance,Gpay,Health Insurance,4678,15
2024-11-03,Fuel,Cash,Petrol,705,50
2024-11-19,Rent,Net Banking,Residential Rent,4663,100
2024-11-25,Rent,Net Banking,Commercial Rent,468,12
2024-11-24,Groceries,Gpay,Dairy,3443,12
2024-11-04,Groceries,Gpay,Fruits,3162,1000
2024-11-06,Insurance,Net Banking,Vehicle Insurance,955,5
2024-11-10,Rent,Credit card,Residential Rent,1149,100
2024-11-25,Fees,Gpay,College Fees,4946,10
2024-11-12,Groceries,Credit card,Bakery,3478,50
2024-11-14,Bills,Debit Card,Electricity Bill,4343,50
2024-11-27,Bills,Net Banking,Water Bill,3639,12
2024-11-14,Bills,Credit card,Telephone bill,153,15
2024-11-04,Groceries,Cash,Dairy,3704,12
2024-11-24,Fees,Debit Card,School Fees,1431,100
2024-11-22,Bills,Debit Card,Electricity Bill,4434,1000
2024-11-19,Fuel,Credit card,Diesel,1818,50
2024-11-19,Groceries,Net Banking,Dairy,1389,5
2024-11-06,Fees,Debit Card,School Fees,3278,12
2024-11-16,Fees,Net Banking,School Fees,4381,0
2024-11-25,Insurance,Debit Card,Vehicle Insurance,1405,12
2024-11-14,Rent,Gpay,Parking Rent,521,1000
2024-11-23,Groceries,Net Banking,Dairy,1664,5
2024-11-08,Groceries,Net Banking,Bakery,4341,50
2024-11-21,Groceries,Credit card,Vegeatbles,186,100
2024-11-16,Fuel,Net Banking,CNG,3785,1000
2024-11-20,Fuel,Cash,Diesel,1207,12
2024-11-15,Rent,Gpay,Residential Rent,4227,15
2024-11-19,Rent,Debit Card,Residential Rent,4716,1000
2024-11-17,Groceries,Cash,Fruits,3209,10
2024-11-19,Fees,Credit card,School Fees,3003,5
2024-11-05,Fees,Net Banking,School Fees,3888,10
2024-11-22,Bills,Debit Card,Electricity Bill,1899,100
2024-11-09,Bills,Credit card,Electricity Bill,2411,100
2024-11-13,Rent,Debit Card,Parking Rent,2432,15
2024-11-22,Groceries,Debit Card,Vegeatbles,235,0
2024-11-08,Insurance,Debit Card,LIC,1520,15
2024-11-15,Insurance,Gpay,Vehicle Insurance,325,1000
2024-11-12,Insurance,Credit card,Vehicle Insurance,4309,12
2024-11-24,Fuel,Debit Card,CNG,2059,100
2024-11-12,Insurance,Gpay,Vehicle Insurance,3533,1000
2024-11-11,Rent,Cash,Parking Rent,121,100
2024-11-16,Fees,Debit Card,College Fees,1028,10
2024-11-29,Bills,Gpay,Electricity Bill,4596,5
2024-11-21,Groceries,Cash,Vegeatbles,1557,0
2024-11-03,Fees,Debit Card,School Fees,4262,100
2024-11-28,Fuel,Cash,Diesel,2539,0
2024-11-10,Insurance,Credit card,LIC,3562,50
2024-11-07,Fees,Net Banking,School Fees,3665,15
2024-11-07,Fees,Net Banking,School Fees,4072,15
2024-11-20,Rent,Gpay,Commercial Rent,436,100
2024-11-13,Groceries,Credit card,Bakery,2648,5
2024-11-09,Rent,Debit Card,Commercial Rent,814,10
2024-11-04,Fees,Credit card,College Fees,1647,1000
2024-11-09,Insurance,Cash,Health Insurance,1935,50
2024-11-22,Rent,Gpay,Parking Rent,1022,5
2024-11-02,Fees,Credit card,College Fees,3128,100
2024-11-25,Fees,Debit Card,School Fees,3758,1000
2024-11-02,Insurance,Credit card,LIC,2870,50
2024-11-03,Rent,Credit card,Parking Rent,4039,12
2024-11-28,Groceries,Gpay,Vegeatbles,4892,1000
2024-11-11,Bills,Cash,Water Bill,3998,5
2024-11-25,Fees,Cash,College Fees,3481,10
2024-11-21,Bills,Credit card,Water Bill,2585,10
2024-11-25,Groceries,Gpay,Vegeatbles,3021,0
2024-11-09,Bills,Debit Card,Water Bill,1254,12
2024-11-22,Groceries,Gpay,Vegeatbles,2078,100
2024-11-21,Bills,Gpay,Telephone bill,2880,0
2024-11-04,Fuel,Credit card,CNG,2969,50
2024-11-22,Fees,Gpay,School Fees,2214,12
2024-11-02,Insurance,Cash,Health Insurance,3312,100
2024-11-15,Fuel,Credit card,Petrol,4421,15
2024-11-29,Groceries,Net Banking,Bakery,3007,15
2024-11-01,Fees,Debit Card,College Fees,893,50
2024-11-12,Fuel,Cash,Petrol,4742,50
2024-11-18,Insurance,Gpay,LIC,1747,0
2024-11-09,Fuel,Cash,CNG,2705,50
2024-11-27,Bills,Cash,Electricity Bill,2242,100
2024-11-05,Fuel,Gpay,Diesel,669,50
2024-11-11,Fees,Net Banking,College Fees,251,0
2024-11-21,Groceries,Cash,Fruits,1550,10
2024-11-13,Fees,Gpay,School Fees,235,12
2024-11-05,Rent,Net Banking,Parking Rent,757,10
2024-11-25,Insurance,Debit Card,Vehicle Insurance,1984,50
2024-11-09,Fuel,Cash,CNG,4266,5
2024-11-16,Groceries,Gpay,Bakery,4091,10
2024-11-24,Insurance,Net Banking,Health Insurance,827,1000
2024-11-03,Insurance,Net Banking,Vehicle Insurance,2630,12
2024-11-23,Rent,Cash,Commercial Rent,1587,15
2024-11-03,Fees,Debit Card,School Fees,3620,1000
2024-11-07,Fuel,Credit card,CNG,4418,10
2024-11-15,Fees,Gpay,College Fees,3313,10
2024-11-18,Rent,Debit Card,Commercial Rent,2482,5
2024-11-23,Groceries,Net Banking,Dairy,1726,100
2024-11-06,Bills,Net Banking,Water Bill,53,50
2024-11-07,Groceries,Credit card,Fruits,1730,100
2024-11-15,Bills,Gpay,Electricity Bill,4142,1000
2024-11-11,Fuel,Credit card,Diesel,22,5
2024-11-18,Bills,Cash,Telephone bill,2694,1000
2024-11-20,Fuel,Credit card,Petrol,3175,12
2024-11-05,Bills,Gpay,Telephone bill,2693,0
2024-11-21,Bills,Cash,Electricity Bill,4492,5
2024-11-13,Fees,Net Banking,School Fees,696,15
2024-11-06,Rent,Credit card,Commercial Rent,1645,15
2024-11-11,Groceries,Credit card,Dairy,4391,0
2024-11-15,Fees,Debit Card,School Fees,660,0
2024-11-23,Fees,Cash,School Fees,777,10
2024-11-07,Groceries,Cash,Vegeatbles,3602,1000
2024-11-18,Insurance,Credit card,Health Insurance,633,100
2024-11-16,Fuel,Credit card,Petrol,3120,1000
2024-11-29,Rent,Gpay,Commercial Rent,1853,1000
2024-11-06,Fees,Cash,College Fees,3320,15
2024-11-16,Groceries,Credit card,Vegeatbles,391,100
2024-11-07,Rent,Credit card,Commercial Rent,1914,5
2024-11-03,Fees,Gpay,School Fees,991,15
2024-11-04,Rent,Debit Card,Commercial Rent,3107,100
2024-11-05,Insurance,Gpay,LIC,322,0
2024-11-27,Bills,Gpay,Water Bill,4208,15
2024-11-14,Bills,Net Banking,Water Bill,301,10
2024-11-16,Insurance,Credit card,Vehicle Insurance,2894,5
2024-11-26,Bills,Gpay,Water Bill,3450,10
2024-11-27,Fuel,Credit card,Diesel,2210,1000
2024-11-28,Insurance,Debit Card,Health Insurance,420,100
2024-11-24,Groceries,Net Banking,Fruits,1710,0
2024-11-25,Fuel,Gpay,Petrol,2426,100
2024-11-06,Rent,Net Banking,Parking Rent,4120,15
2024-11-26,Bills,Debit Card,Telephone bill,1648,50
2024-11-06,Fuel,Gpay,Diesel,3002,10
2024-11-07,Fuel,Debit Card,CNG,751,15
2024-11-20,Fuel,Credit card,Petrol,2014,5
2024-11-09,Rent,Credit card,Commercial Rent,4922,10
2024-11-17,Groceries,Gpay,Vegeatbles,2352,10
2024-11-28,Fuel,Credit card,Diesel,4571,0
2024-11-15,Bills,Net Banking,Water Bill,886,15
2024-11-10,Groceries,Net Banking,Vegeatbles,2564,100
2024-11-13,Rent,Net Banking,Residential Rent,1825,1000
2024-11-18,Bills,Net Banking,Water Bill,4659,50
2024-11-14,Insurance,Credit card,Vehicle Insurance,2872,15
2024-11-14,Fees,Credit card,School Fees,1603,1000
2024-11-08,Rent,Net Banking,Parking Rent,1573,50
2024-11-29,Rent,Net Banking,Parking Rent,2003,15
2024-11-13,Rent,Net Banking,Commercial Rent,1545,1000
2024-11-29,Insurance,Credit card,Vehicle Insurance,1674,1000
2024-11-02,Fees,Net Banking,College Fees,4452,100
2024-11-24,Bills,Cash,Electricity Bill,1440,1000
2024-11-12,Rent,Credit card,Commercial Rent,235,10
2024-11-18,Bills,Net Banking,Telephone bill,2738,100
2024-11-11,Groceries,Debit Card,Bakery,4842,50
2024-11-04,Fees,Net Banking,College Fees,578,15
2024-11-12,Fees,Gpay,School Fees,2844,50
2024-11-03,Fees,Net Banking,School Fees,4607,100
2024-11-29,Insurance,Cash,Vehicle Insurance,224,100
2024-11-10,Insurance,Credit card,Health Insurance,2009,1000
2024-11-09,Groceries,Gpay,Dairy,4342,12
2024-11-28,Fuel,Debit Card,CNG,3523,5
2024-11-04,Fuel,Credit card,CNG,1438,10
2024-11-01,Fees,Debit Card,College Fees,2423,1000
2024-11-18,Rent,Net Banking,Commercial Rent,549,5
2024-11-04,Bills,Gpay,Water Bill,678,100
2024-11-01,Groceries,Cash,Dairy,1785,1000
2024-11-13,Groceries,Cash,Bakery,3213,100
2024-11-20,Fees,Debit Card,School Fees,3571,12
2024-11-06,Bills,Gpay,Water Bill,1172,100
2024-11-23,Fees,Debit Card,School Fees,2463,50
2024-11-02,Bills,Net Banking,Telephone bill,2775,5
2024-11-19,Insurance,Net Banking,LIC,3768,10
2024-11-18,Fuel,Net Banking,Diesel,1813,12
2024-11-05,Rent,Net Banking,Residential Rent,2016,100
2024-11-08,Insurance,Net Banking,Vehicle Insurance,1677,10
2024-11-11,Bills,Net Banking,Telephone bill,2837,1000
2024-11-01,Fuel,Net Banking,CNG,1520,100
2024-11-18,Insurance,Credit card,Health Insurance,4303,12
2024-11-18,Insurance,Gpay,LIC,3929,15
2024-11-23,Groceries,Net Banking,Fruits,104,1000
2024-11-04,Rent,Debit Card,Commercial Rent,674,100
2024-11-14,Bills,Gpay,Telephone bill,4492,12
2024-11-14,Groceries,Cash,Vegeatbles,2815,0
2024-11-08,Rent,Cash,Residential Rent,4784,0
2024-11-08,Rent,Net Banking,Parking Rent,2445,12
2024-11-09,Fees,Net Banking,College Fees,4053,10
2024-11-29,Fees,Gpay,College Fees,1636,15
2024-11-26,Fuel,Cash,Diesel,3923,12
2024-11-11,Groceries,Credit card,Vegeatbles,297,100
2024-11-21,Insurance,Gpay,Vehicle Insurance,4422,5
2024-11-02,Groceries,Credit card,Bakery,2626,0
2024-11-26,Groceries,Credit card,Vegeatbles,847,15
2024-11-24,Fees,Cash,School Fees,1274,15
2024-11-05,Bills,Credit card,Electricity Bill,3139,10
2024-11-18,Groceries,Cash,Dairy,443,1000
2024-11-16,Rent,Debit Card,Commercial Rent,1162,50
2024-11-12,Rent,Credit card,Parking Rent,2840,100
2024-11-02,Insurance,Cash,Health Insurance,3431,100
2024-11-21,Groceries,Debit Card,Fruits,2566,12
2024-11-18,Groceries,Credit card,Fruits,1477,1000
2024-10-25,Rent,Credit card,Commercial Rent,3291,100
2024-10-25,Rent,Cash,Parking Rent,2118,5
2024-10-02,Fuel,Net Banking,CNG,1055,50
2024-10-01,Fees,Gpay,College Fees,1117,100
2024-10-07,Groceries,Cash,Vegeatbles,2612,15
2024-10-20,Groceries,Cash,Vegeatbles,2072,5
2024-10-17,Rent,Debit Card,Parking Rent,1407,1000
2024-10-22,Fees,Debit Card,School Fees,3426,1000
